return_id,order_id,product_id,return_date,reason
R02903,O029797,P0067,2024-08-20,changed_mind
R02904,O029820,P0085,2024-05-25,defective
R02905,O029837,P0356,2023-06-23,damaged
R02906,O029838,P0242,2024-09-14,wrong_item
R02907,O029848,P0428,2023-01-29,wrong_item
R02908,O029851,P0458,2023-12-19,not_as_described
R02909,O029858,P0375,2024-11-10,defective
R02910,O029860,P0227,2024-07-23,changed_mind
R02911,O029869,P0289,2023-03-27,wrong_item
R02912,O029871,P0002,2024-12-24,changed_mind
R02913,O029872,P0354,2024-10-31,wrong_item
R02914,O029878,P0130,2023-04-22,damaged
R02915,O029931,P0057,2024-09-25,changed_mind
R02916,O029956,P0264,2023-11-27,defective
R02917,O029961,P0370,2024-02-15,changed_mind
R02918,O029970,P0445,2023-09-08,wrong_item
R02919,O029992,P0298,2023-03-10,changed_mind
R02920,O029993,P0339,2023-06-09,changed_mind
